,Date and Time,PM10,PM2.5,SO2,Site,location,date and time,date,time,daily mean,daily max,daily max mean
282956,14/05/2021 21:00,21.92,20.82,,EPA-71,"Tralee Library, Co. Kerry",2021-05-14 21:00:00,2021-05-14,21:00:00,6.847083333333334,20.82,55.09666666666667
282981,15/05/2021 22:00,24.04,21.29,,EPA-71,"Tralee Library, Co. Kerry",2021-05-15 22:00:00,2021-05-15,22:00:00,5.787916666666665,21.29,55.09666666666667
282995,16/05/2021 12:00,16.94,14.86,,EPA-71,"Tralee Library, Co. Kerry",2021-05-16 12:00:00,2021-05-16,12:00:00,6.388333333333333,14.86,55.09666666666667
283029,17/05/2021 22:00,14.29,10.85,,EPA-71,"Tralee Library, Co. Kerry",2021-05-17 22:00:00,2021-05-17,22:00:00,5.559166666666666,10.85,55.09666666666667
283031,18/05/2021 00:00,15.35,11.82,,EPA-71,"Tralee Library, Co. Kerry",2021-05-18 00:00:00,2021-05-18,00:00:00,3.8349999999999995,11.82,55.09666666666667
283068,19/05/2021 13:00,13.86,10.64,,EPA-71,"Tralee Library, Co. Kerry",2021-05-19 13:00:00,2021-05-19,13:00:00,4.2404166666666665,10.64,55.09666666666667
283099,20/05/2021 20:00,18.93,11.37,,EPA-71,"Tralee Library, Co. Kerry",2021-05-20 20:00:00,2021-05-20,20:00:00,3.839166666666667,11.37,55.09666666666667
283111,21/05/2021 08:00,39.01,28.72,,EPA-71,"Tralee Library, Co. Kerry",2021-05-21 08:00:00,2021-05-21,08:00:00,13.655416666666667,28.72,55.09666666666667
283137,22/05/2021 10:00,53.79,46.48,,EPA-71,"Tralee Library, Co. Kerry",2021-05-22 10:00:00,2021-05-22,10:00:00,10.472916666666665,46.48,55.09666666666667
283173,23/05/2021 22:00,16.47,10.97,,EPA-71,"Tralee Library, Co. Kerry",2021-05-23 22:00:00,2021-05-23,22:00:00,3.9125,10.97,55.09666666666667
283195,24/05/2021 20:00,51.42,38.77,,EPA-71,"Tralee Library, Co. Kerry",2021-05-24 20:00:00,2021-05-24,20:00:00,8.74,38.77,55.09666666666667
283218,25/05/2021 19:00,46.26,43.0,,EPA-71,"Tralee Library, Co. Kerry",2021-05-25 19:00:00,2021-05-25,19:00:00,11.607916666666666,43.0,55.09666666666667
283246,26/05/2021 23:00,27.28,23.64,,EPA-71,"Tralee Library, Co. Kerry",2021-05-26 23:00:00,2021-05-26,23:00:00,5.277083333333333,23.64,55.09666666666667
283267,27/05/2021 20:00,47.32,44.86,,EPA-71,"Tralee Library, Co. Kerry",2021-05-27 20:00:00,2021-05-27,20:00:00,7.533333333333334,44.86,55.09666666666667
283271,28/05/2021 00:00,20.88,12.43,,EPA-71,"Tralee Library, Co. Kerry",2021-05-28 00:00:00,2021-05-28,00:00:00,7.600833333333333,12.43,55.09666666666667
283296,29/05/2021 01:00,20.83,14.44,,EPA-71,"Tralee Library, Co. Kerry",2021-05-29 01:00:00,2021-05-29,01:00:00,6.202500000000001,14.44,55.09666666666667
283342,30/05/2021 23:00,15.69,11.66,,EPA-71,"Tralee Library, Co. Kerry",2021-05-30 23:00:00,2021-05-30,23:00:00,6.509166666666666,11.66,55.09666666666667
283344,31/05/2021 01:00,19.33,15.48,,EPA-71,"Tralee Library, Co. Kerry",2021-05-31 01:00:00,2021-05-31,01:00:00,12.384999999999998,15.48,55.09666666666667
283387,01/06/2021 20:00,45.81,37.32,,EPA-71,"Tralee Library, Co. Kerry",2021-06-01 20:00:00,2021-06-01,20:00:00,9.176250000000001,37.32,55.09666666666667
283410,02/06/2021 19:00,21.4,17.03,,EPA-71,"Tralee Library, Co. Kerry",2021-06-02 19:00:00,2021-06-02,19:00:00,10.96875,17.03,55.09666666666667
283417,03/06/2021 02:00,18.71,15.76,,EPA-71,"Tralee Library, Co. Kerry",2021-06-03 02:00:00,2021-06-03,02:00:00,6.4362499999999985,15.76,55.09666666666667
283440,04/06/2021 01:00,14.78,10.64,,EPA-71,"Tralee Library, Co. Kerry",2021-06-04 01:00:00,2021-06-04,01:00:00,5.6674999999999995,10.64,55.09666666666667
283485,05/06/2021 22:00,42.74,37.58,,EPA-71,"Tralee Library, Co. Kerry",2021-06-05 22:00:00,2021-06-05,22:00:00,8.4675,37.58,55.09666666666667
283491,06/06/2021 04:00,38.22,31.03,,EPA-71,"Tralee Library, Co. Kerry",2021-06-06 04:00:00,2021-06-06,04:00:00,7.367499999999999,31.03,55.09666666666667
283511,07/06/2021 00:00,14.4,9.86,,EPA-71,"Tralee Library, Co. Kerry",2021-06-07 00:00:00,2021-06-07,00:00:00,4.4312499999999995,9.86,55.09666666666667
283555,08/06/2021 20:00,10.35,8.41,,EPA-71,"Tralee Library, Co. Kerry",2021-06-08 20:00:00,2021-06-08,20:00:00,2.443333333333333,8.41,55.09666666666667
283559,09/06/2021 00:00,4.33,3.48,,EPA-71,"Tralee Library, Co. Kerry",2021-06-09 00:00:00,2021-06-09,00:00:00,1.0408333333333333,3.48,55.09666666666667
283605,10/06/2021 22:00,11.8,7.37,,EPA-71,"Tralee Library, Co. Kerry",2021-06-10 22:00:00,2021-06-10,22:00:00,2.37125,7.37,55.09666666666667
283626,11/06/2021 19:00,33.74,26.19,,EPA-71,"Tralee Library, Co. Kerry",2021-06-11 19:00:00,2021-06-11,19:00:00,6.508333333333334,26.19,55.09666666666667
283649,12/06/2021 18:00,18.99,15.65,,EPA-71,"Tralee Library, Co. Kerry",2021-06-12 18:00:00,2021-06-12,18:00:00,4.952083333333333,15.65,55.09666666666667
283656,13/06/2021 01:00,16.09,12.05,,EPA-71,"Tralee Library, Co. Kerry",2021-06-13 01:00:00,2021-06-13,01:00:00,5.8237499999999995,12.05,55.09666666666667
283698,14/06/2021 19:00,26.5,17.95,,EPA-71,"Tralee Library, Co. Kerry",2021-06-14 19:00:00,2021-06-14,19:00:00,6.697916666666669,17.95,55.09666666666667
283704,15/06/2021 01:00,25.0,15.43,,EPA-71,"Tralee Library, Co. Kerry",2021-06-15 01:00:00,2021-06-15,01:00:00,4.304166666666666,15.43,55.09666666666667
283733,16/06/2021 06:00,18.54,9.4,,EPA-71,"Tralee Library, Co. Kerry",2021-06-16 06:00:00,2021-06-16,06:00:00,4.110833333333333,9.4,55.09666666666667
283772,17/06/2021 21:00,41.4,28.43,,EPA-71,"Tralee Library, Co. Kerry",2021-06-17 21:00:00,2021-06-17,21:00:00,8.755,28.43,55.09666666666667
283775,18/06/2021 00:00,33.98,12.44,,EPA-71,"Tralee Library, Co. Kerry",2021-06-18 00:00:00,2021-06-18,00:00:00,7.554583333333333,12.44,55.09666666666667
283822,19/06/2021 23:00,14.85,10.87,,EPA-71,"Tralee Library, Co. Kerry",2021-06-19 23:00:00,2021-06-19,23:00:00,6.769166666666667,10.87,55.09666666666667
283844,20/06/2021 21:00,28.67,24.59,,EPA-71,"Tralee Library, Co. Kerry",2021-06-20 21:00:00,2021-06-20,21:00:00,10.151666666666667,24.59,55.09666666666667
283868,21/06/2021 21:00,28.21,22.46,,EPA-71,"Tralee Library, Co. Kerry",2021-06-21 21:00:00,2021-06-21,21:00:00,11.034583333333336,22.46,55.09666666666667
283891,22/06/2021 20:00,22.01,19.11,,EPA-71,"Tralee Library, Co. Kerry",2021-06-22 20:00:00,2021-06-22,20:00:00,12.773333333333335,19.11,55.09666666666667
283911,23/06/2021 16:00,14.55,9.63,,EPA-71,"Tralee Library, Co. Kerry",2021-06-23 16:00:00,2021-06-23,16:00:00,6.215833333333333,9.63,55.09666666666667
283919,24/06/2021 00:00,20.12,15.66,,EPA-71,"Tralee Library, Co. Kerry",2021-06-24 00:00:00,2021-06-24,00:00:00,5.505416666666665,15.66,55.09666666666667
283962,25/06/2021 19:00,28.17,18.9,,EPA-71,"Tralee Library, Co. Kerry",2021-06-25 19:00:00,2021-06-25,19:00:00,6.055833333333333,18.9,55.09666666666667
283975,26/06/2021 08:00,14.12,9.3,,EPA-71,"Tralee Library, Co. Kerry",2021-06-26 08:00:00,2021-06-26,08:00:00,4.919999999999999,9.3,55.09666666666667
284000,27/06/2021 09:00,20.76,17.44,,EPA-71,"Tralee Library, Co. Kerry",2021-06-27 09:00:00,2021-06-27,09:00:00,9.212916666666667,17.44,55.09666666666667
284023,28/06/2021 08:00,21.95,18.56,,EPA-71,"Tralee Library, Co. Kerry",2021-06-28 08:00:00,2021-06-28,08:00:00,8.010416666666666,18.56,55.09666666666667
284057,29/06/2021 18:00,20.2,11.6,,EPA-71,"Tralee Library, Co. Kerry",2021-06-29 18:00:00,2021-06-29,18:00:00,9.653333333333332,11.6,55.09666666666667
284079,30/06/2021 16:00,24.32,16.93,,EPA-71,"Tralee Library, Co. Kerry",2021-06-30 16:00:00,2021-06-30,16:00:00,10.62125,16.93,55.09666666666667
284109,01/07/2021 22:00,14.98,12.83,,EPA-71,"Tralee Library, Co. Kerry",2021-07-01 22:00:00,2021-07-01,22:00:00,9.33791666666667,12.83,55.09666666666667
284133,02/07/2021 22:00,12.13,9.51,,EPA-71,"Tralee Library, Co. Kerry",2021-07-02 22:00:00,2021-07-02,22:00:00,6.832916666666667,9.51,55.09666666666667
284135,03/07/2021 00:00,8.49,6.87,,EPA-71,"Tralee Library, Co. Kerry",2021-07-03 00:00:00,2021-07-03,00:00:00,1.9866666666666666,6.87,55.09666666666667
284160,04/07/2021 01:00,12.3,8.5,,EPA-71,"Tralee Library, Co. Kerry",2021-07-04 01:00:00,2021-07-04,01:00:00,4.092916666666666,8.5,55.09666666666667
284203,05/07/2021 20:00,35.23,26.28,,EPA-71,"Tralee Library, Co. Kerry",2021-07-05 20:00:00,2021-07-05,20:00:00,7.4266666666666685,26.28,55.09666666666667
284227,06/07/2021 20:00,31.08,27.05,,EPA-71,"Tralee Library, Co. Kerry",2021-07-06 20:00:00,2021-07-06,20:00:00,6.816249999999999,27.05,55.09666666666667
284251,07/07/2021 20:00,30.79,26.26,,EPA-71,"Tralee Library, Co. Kerry",2021-07-07 20:00:00,2021-07-07,20:00:00,8.1275,26.26,55.09666666666667
284276,08/07/2021 21:00,18.97,13.65,,EPA-71,"Tralee Library, Co. Kerry",2021-07-08 21:00:00,2021-07-08,21:00:00,5.645833333333336,13.65,55.09666666666667
284302,09/07/2021 23:00,12.15,9.41,,EPA-71,"Tralee Library, Co. Kerry",2021-07-09 23:00:00,2021-07-09,23:00:00,3.6595833333333325,9.41,55.09666666666667
284322,10/07/2021 19:00,31.03,26.66,,EPA-71,"Tralee Library, Co. Kerry",2021-07-10 19:00:00,2021-07-10,19:00:00,10.034583333333334,26.66,55.09666666666667
284349,11/07/2021 22:00,9.74,5.11,,EPA-71,"Tralee Library, Co. Kerry",2021-07-11 22:00:00,2021-07-11,22:00:00,3.2970833333333336,5.11,55.09666666666667
284371,12/07/2021 20:00,21.47,18.66,,EPA-71,"Tralee Library, Co. Kerry",2021-07-12 20:00:00,2021-07-12,20:00:00,7.576666666666667,18.66,55.09666666666667
284394,13/07/2021 19:00,17.94,15.04,,EPA-71,"Tralee Library, Co. Kerry",2021-07-13 19:00:00,2021-07-13,19:00:00,5.577916666666666,15.04,55.09666666666667
284418,14/07/2021 19:00,15.55,10.72,,EPA-71,"Tralee Library, Co. Kerry",2021-07-14 19:00:00,2021-07-14,19:00:00,3.770000000000001,10.72,55.09666666666667
284446,15/07/2021 23:00,25.3,22.14,,EPA-71,"Tralee Library, Co. Kerry",2021-07-15 23:00:00,2021-07-15,23:00:00,3.853333333333333,22.14,55.09666666666667
284447,16/07/2021 00:00,13.17,10.91,,EPA-71,"Tralee Library, Co. Kerry",2021-07-16 00:00:00,2021-07-16,00:00:00,4.65375,10.91,55.09666666666667
284490,17/07/2021 19:00,18.2,7.1,,EPA-71,"Tralee Library, Co. Kerry",2021-07-17 19:00:00,2021-07-17,19:00:00,5.162916666666667,7.1,55.09666666666667
284497,18/07/2021 02:00,13.43,8.27,,EPA-71,"Tralee Library, Co. Kerry",2021-07-18 02:00:00,2021-07-18,02:00:00,5.4775,8.27,55.09666666666667
284542,19/07/2021 23:00,13.95,8.7,,EPA-71,"Tralee Library, Co. Kerry",2021-07-19 23:00:00,2021-07-19,23:00:00,5.847499999999999,8.7,55.09666666666667
284544,20/07/2021 01:00,23.45,19.14,,EPA-71,"Tralee Library, Co. Kerry",2021-07-20 01:00:00,2021-07-20,01:00:00,7.099166666666666,19.14,55.09666666666667
284567,21/07/2021 00:00,24.32,14.84,,EPA-71,"Tralee Library, Co. Kerry",2021-07-21 00:00:00,2021-07-21,00:00:00,9.896666666666665,14.84,55.09666666666667
284614,22/07/2021 23:00,21.15,11.78,,EPA-71,"Tralee Library, Co. Kerry",2021-07-22 23:00:00,2021-07-22,23:00:00,9.572083333333332,11.78,55.09666666666667
284622,23/07/2021 07:00,34.36,16.25,,EPA-71,"Tralee Library, Co. Kerry",2021-07-23 07:00:00,2021-07-23,07:00:00,11.914166666666667,16.25,55.09666666666667
284655,24/07/2021 16:00,23.57,15.77,,EPA-71,"Tralee Library, Co. Kerry",2021-07-24 16:00:00,2021-07-24,16:00:00,10.85125,15.77,55.09666666666667
284671,25/07/2021 08:00,21.2,15.56,,EPA-71,"Tralee Library, Co. Kerry",2021-07-25 08:00:00,2021-07-25,08:00:00,12.394583333333332,15.56,55.09666666666667
284693,26/07/2021 06:00,19.61,11.44,,EPA-71,"Tralee Library, Co. Kerry",2021-07-26 06:00:00,2021-07-26,06:00:00,7.850416666666667,11.44,55.09666666666667
284718,27/07/2021 07:00,21.51,14.92,,EPA-71,"Tralee Library, Co. Kerry",2021-07-27 07:00:00,2021-07-27,07:00:00,5.548749999999999,14.92,55.09666666666667
284756,28/07/2021 21:00,13.99,8.18,,EPA-71,"Tralee Library, Co. Kerry",2021-07-28 21:00:00,2021-07-28,21:00:00,4.147916666666666,8.18,55.09666666666667
284775,29/07/2021 16:00,18.72,13.66,,EPA-71,"Tralee Library, Co. Kerry",2021-07-29 16:00:00,2021-07-29,16:00:00,6.757916666666667,13.66,55.09666666666667
284800,30/07/2021 17:00,15.97,11.0,,EPA-71,"Tralee Library, Co. Kerry",2021-07-30 17:00:00,2021-07-30,17:00:00,5.891666666666667,11.0,55.09666666666667
284828,31/07/2021 21:00,19.83,17.96,,EPA-71,"Tralee Library, Co. Kerry",2021-07-31 21:00:00,2021-07-31,21:00:00,3.8008333333333346,17.96,55.09666666666667
284831,01/08/2021 00:00,29.84,24.21,,EPA-71,"Tralee Library, Co. Kerry",2021-08-01 00:00:00,2021-08-01,00:00:00,8.9975,24.21,55.09666666666667
284878,02/08/2021 23:00,19.3,16.73,,EPA-71,"Tralee Library, Co. Kerry",2021-08-02 23:00:00,2021-08-02,23:00:00,8.689166666666667,16.73,55.09666666666667
284902,03/08/2021 23:00,21.29,19.67,,EPA-71,"Tralee Library, Co. Kerry",2021-08-03 23:00:00,2021-08-03,23:00:00,8.528333333333334,19.67,55.09666666666667
284903,04/08/2021 00:00,10.13,7.35,,EPA-71,"Tralee Library, Co. Kerry",2021-08-04 00:00:00,2021-08-04,00:00:00,3.028749999999999,7.35,55.09666666666667
284950,05/08/2021 23:00,10.26,5.59,,EPA-71,"Tralee Library, Co. Kerry",2021-08-05 23:00:00,2021-08-05,23:00:00,2.3925,5.59,55.09666666666667
284971,06/08/2021 20:00,12.85,8.74,,EPA-71,"Tralee Library, Co. Kerry",2021-08-06 20:00:00,2021-08-06,20:00:00,5.920833333333332,8.74,55.09666666666667
284985,07/08/2021 10:00,20.61,10.99,,EPA-71,"Tralee Library, Co. Kerry",2021-08-07 10:00:00,2021-08-07,10:00:00,7.599166666666668,10.99,55.09666666666667
284999,08/08/2021 00:00,15.87,8.39,,EPA-71,"Tralee Library, Co. Kerry",2021-08-08 00:00:00,2021-08-08,00:00:00,4.75125,8.39,55.09666666666667
285044,09/08/2021 21:00,14.24,11.01,,EPA-71,"Tralee Library, Co. Kerry",2021-08-09 21:00:00,2021-08-09,21:00:00,4.672916666666667,11.01,55.09666666666667
285068,10/08/2021 21:00,9.86,6.45,,EPA-71,"Tralee Library, Co. Kerry",2021-08-10 21:00:00,2021-08-10,21:00:00,4.038333333333333,6.45,55.09666666666667
285082,11/08/2021 11:00,14.44,6.1,,EPA-71,"Tralee Library, Co. Kerry",2021-08-11 11:00:00,2021-08-11,11:00:00,3.4458333333333333,6.1,55.09666666666667
285107,12/08/2021 12:00,19.7,8.75,,EPA-71,"Tralee Library, Co. Kerry",2021-08-12 12:00:00,2021-08-12,12:00:00,6.9608333333333325,8.75,55.09666666666667
285119,13/08/2021 00:00,17.75,7.7,,EPA-71,"Tralee Library, Co. Kerry",2021-08-13 00:00:00,2021-08-13,00:00:00,5.979583333333333,7.7,55.09666666666667
285144,14/08/2021 01:00,13.34,7.55,,EPA-71,"Tralee Library, Co. Kerry",2021-08-14 01:00:00,2021-08-14,01:00:00,3.7258333333333344,7.55,55.09666666666667
285179,15/08/2021 12:00,29.83,24.79,,EPA-71,"Tralee Library, Co. Kerry",2021-08-15 12:00:00,2021-08-15,12:00:00,6.397916666666667,24.79,55.09666666666667
285212,16/08/2021 21:00,21.16,15.67,,EPA-71,"Tralee Library, Co. Kerry",2021-08-16 21:00:00,2021-08-16,21:00:00,8.07125,15.67,55.09666666666667
285238,17/08/2021 23:00,17.42,14.92,,EPA-71,"Tralee Library, Co. Kerry",2021-08-17 23:00:00,2021-08-17,23:00:00,6.1000000000000005,14.92,55.09666666666667
285240,18/08/2021 01:00,12.78,9.9,,EPA-71,"Tralee Library, Co. Kerry",2021-08-18 01:00:00,2021-08-18,01:00:00,3.127083333333333,9.9,55.09666666666667
285286,19/08/2021 22:00,6.07,4.77,,EPA-71,"Tralee Library, Co. Kerry",2021-08-19 22:00:00,2021-08-19,22:00:00,1.3734782608695653,4.77,55.09666666666667
285310,20/08/2021 22:00,10.37,7.49,,EPA-71,"Tralee Library, Co. Kerry",2021-08-20 22:00:00,2021-08-20,22:00:00,2.3058333333333336,7.49,55.09666666666667
285331,21/08/2021 19:00,11.98,7.91,,EPA-71,"Tralee Library, Co. Kerry",2021-08-21 19:00:00,2021-08-21,19:00:00,4.2316666666666665,7.91,55.09666666666667
285358,22/08/2021 22:00,39.01,30.75,,EPA-71,"Tralee Library, Co. Kerry",2021-08-22 22:00:00,2021-08-22,22:00:00,7.982916666666668,30.75,55.09666666666667
285369,23/08/2021 09:00,50.11,29.33,,EPA-71,"Tralee Library, Co. Kerry",2021-08-23 09:00:00,2021-08-23,09:00:00,18.04375,29.33,55.09666666666667
285384,24/08/2021 00:00,17.78,15.64,,EPA-71,"Tralee Library, Co. Kerry",2021-08-24 00:00:00,2021-08-24,00:00:00,7.4679166666666665,15.64,55.09666666666667
285431,25/08/2021 23:00,13.65,8.49,,EPA-71,"Tralee Library, Co. Kerry",2021-08-25 23:00:00,2021-08-25,23:00:00,6.099166666666666,8.49,55.09666666666667
285455,26/08/2021 23:00,13.64,10.57,,EPA-71,"Tralee Library, Co. Kerry",2021-08-26 23:00:00,2021-08-26,23:00:00,8.217916666666666,10.57,55.09666666666667
285475,27/08/2021 19:00,23.39,20.02,,EPA-71,"Tralee Library, Co. Kerry",2021-08-27 19:00:00,2021-08-27,19:00:00,11.566249999999998,20.02,55.09666666666667
285484,28/08/2021 04:00,31.22,28.46,,EPA-71,"Tralee Library, Co. Kerry",2021-08-28 04:00:00,2021-08-28,04:00:00,10.649583333333334,28.46,55.09666666666667
285526,29/08/2021 22:00,19.96,17.4,,EPA-71,"Tralee Library, Co. Kerry",2021-08-29 22:00:00,2021-08-29,22:00:00,11.265416666666662,17.4,55.09666666666667
285539,30/08/2021 11:00,20.14,15.26,,EPA-71,"Tralee Library, Co. Kerry",2021-08-30 11:00:00,2021-08-30,11:00:00,9.164583333333335,15.26,55.09666666666667
285569,31/08/2021 17:00,12.55,7.01,,EPA-71,"Tralee Library, Co. Kerry",2021-08-31 17:00:00,2021-08-31,17:00:00,5.260833333333334,7.01,55.09666666666667
285596,01/09/2021 20:00,31.15,25.38,,EPA-71,"Tralee Library, Co. Kerry",2021-09-01 20:00:00,2021-09-01,20:00:00,7.307916666666668,25.38,55.09666666666667
285622,02/09/2021 22:00,25.62,18.25,,EPA-71,"Tralee Library, Co. Kerry",2021-09-02 22:00:00,2021-09-02,22:00:00,11.087499999999999,18.25,55.09666666666667
285646,03/09/2021 22:00,27.55,20.59,,EPA-71,"Tralee Library, Co. Kerry",2021-09-03 22:00:00,2021-09-03,22:00:00,11.867499999999998,20.59,55.09666666666667
285649,04/09/2021 01:00,33.36,24.69,,EPA-71,"Tralee Library, Co. Kerry",2021-09-04 01:00:00,2021-09-04,01:00:00,13.241249999999999,24.69,55.09666666666667
285673,05/09/2021 01:00,18.24,15.74,,EPA-71,"Tralee Library, Co. Kerry",2021-09-05 01:00:00,2021-09-05,01:00:00,12.193333333333333,15.74,55.09666666666667
285697,06/09/2021 01:00,14.39,11.63,,EPA-71,"Tralee Library, Co. Kerry",2021-09-06 01:00:00,2021-09-06,01:00:00,9.246666666666668,11.63,55.09666666666667
285738,07/09/2021 18:00,35.97,23.39,,EPA-71,"Tralee Library, Co. Kerry",2021-09-07 18:00:00,2021-09-07,18:00:00,11.473750000000003,23.39,55.09666666666667
285756,08/09/2021 12:00,24.57,14.44,,EPA-71,"Tralee Library, Co. Kerry",2021-09-08 12:00:00,2021-09-08,12:00:00,11.04,14.44,55.09666666666667
285787,09/09/2021 19:00,17.96,11.92,,EPA-71,"Tralee Library, Co. Kerry",2021-09-09 19:00:00,2021-09-09,19:00:00,3.731666666666666,11.92,55.09666666666667
285796,10/09/2021 04:00,17.68,12.32,,EPA-71,"Tralee Library, Co. Kerry",2021-09-10 04:00:00,2021-09-10,04:00:00,4.324583333333332,12.32,55.09666666666667
285834,11/09/2021 18:00,14.55,11.58,,EPA-71,"Tralee Library, Co. Kerry",2021-09-11 18:00:00,2021-09-11,18:00:00,4.2179166666666665,11.58,55.09666666666667
285840,12/09/2021 00:00,15.4,10.33,,EPA-71,"Tralee Library, Co. Kerry",2021-09-12 00:00:00,2021-09-12,00:00:00,5.538333333333333,10.33,55.09666666666667
285885,13/09/2021 21:00,17.18,15.44,,EPA-71,"Tralee Library, Co. Kerry",2021-09-13 21:00:00,2021-09-13,21:00:00,3.8145833333333328,15.44,55.09666666666667
285907,14/09/2021 19:00,29.94,24.15,,EPA-71,"Tralee Library, Co. Kerry",2021-09-14 19:00:00,2021-09-14,19:00:00,5.280416666666667,24.15,55.09666666666667
285935,15/09/2021 23:00,26.17,21.87,,EPA-71,"Tralee Library, Co. Kerry",2021-09-15 23:00:00,2021-09-15,23:00:00,5.862499999999998,21.87,55.09666666666667
285936,16/09/2021 00:00,24.38,19.35,,EPA-71,"Tralee Library, Co. Kerry",2021-09-16 00:00:00,2021-09-16,00:00:00,3.506666666666666,19.35,55.09666666666667
285982,17/09/2021 22:00,19.58,13.76,,EPA-71,"Tralee Library, Co. Kerry",2021-09-17 22:00:00,2021-09-17,22:00:00,5.48125,13.76,55.09666666666667
286007,18/09/2021 23:00,23.97,19.19,,EPA-71,"Tralee Library, Co. Kerry",2021-09-18 23:00:00,2021-09-18,23:00:00,6.375416666666666,19.19,55.09666666666667
286008,19/09/2021 00:00,16.96,12.81,,EPA-71,"Tralee Library, Co. Kerry",2021-09-19 00:00:00,2021-09-19,00:00:00,5.2625,12.81,55.09666666666667
286054,20/09/2021 22:00,21.41,12.48,,EPA-71,"Tralee Library, Co. Kerry",2021-09-20 22:00:00,2021-09-20,22:00:00,8.136666666666665,12.48,55.09666666666667
286056,21/09/2021 00:00,24.77,17.3,,EPA-71,"Tralee Library, Co. Kerry",2021-09-21 00:00:00,2021-09-21,00:00:00,4.114166666666667,17.3,55.09666666666667
286101,22/09/2021 21:00,6.72,3.78,,EPA-71,"Tralee Library, Co. Kerry",2021-09-22 21:00:00,2021-09-22,21:00:00,2.4595833333333332,3.78,55.09666666666667
286126,23/09/2021 22:00,15.72,10.77,,EPA-71,"Tralee Library, Co. Kerry",2021-09-23 22:00:00,2021-09-23,22:00:00,3.5795833333333333,10.77,55.09666666666667
286149,24/09/2021 21:00,19.93,14.23,,EPA-71,"Tralee Library, Co. Kerry",2021-09-24 21:00:00,2021-09-24,21:00:00,4.304166666666667,14.23,55.09666666666667
286173,25/09/2021 21:00,7.96,5.85,,EPA-71,"Tralee Library, Co. Kerry",2021-09-25 21:00:00,2021-09-25,21:00:00,2.3350000000000004,5.85,55.09666666666667
286197,26/09/2021 21:00,21.51,14.8,,EPA-71,"Tralee Library, Co. Kerry",2021-09-26 21:00:00,2021-09-26,21:00:00,3.82,14.8,55.09666666666667
286200,27/09/2021 00:00,15.22,8.97,,EPA-71,"Tralee Library, Co. Kerry",2021-09-27 00:00:00,2021-09-27,00:00:00,3.5120833333333343,8.97,55.09666666666667
286243,28/09/2021 19:00,21.25,16.38,,EPA-71,"Tralee Library, Co. Kerry",2021-09-28 19:00:00,2021-09-28,19:00:00,4.37625,16.38,55.09666666666667
